.id	name	NAME	PRECURSORMZ	charge	PRECURSORTYPE	FORMULA	Ontology	INCHIKEY	SMILES	CCS	IONMODE	INSTRUMENT	Comment	Num Peaks
gnps6284	NCGC00380265-01_C19H26O12_Cyclopenta[c]pyran-4-carboxylic acid, 7-[(acetyloxy)methyl]-1-(beta-D-glucopyranosyloxy)-1,4a,5,7a-tetrahydro-5-hydroxy-, methyl ester, (1S,4aS,5S,7aS)-	NCGC00380265-01_C19H26O12_Cyclopenta[c]pyran-4-carboxylic acid, 7-[(acetyloxy)methyl]-1-(beta-D-glucopyranosyloxy)-1,4a,5,7a-tetrahydro-5-hydroxy-, methyl ester, (1S,4aS,5S,7aS)-	429.13913804917	+1	[M-H2O+H]+	C19H26O12	Iridoid O-glycosides	YSOBQIMODQOGKQ-UHFFFAOYNA-N	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1C(O)C=C2COC(C)=O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000852534; origin=GNPS	23
gnps6285	NCGC00180720-03_C20H32O3_1-Naphthalenepentanoic acid, 1,4,4a,5,6,7,8,8a-octahydro-beta,2,5,5,8a-pentamethyl-4-oxo-, (betaS,1S,8aR)-	NCGC00180720-03_C20H32O3_1-Naphthalenepentanoic acid, 1,4,4a,5,6,7,8,8a-octahydro-beta,2,5,5,8a-pentamethyl-4-oxo-, (betaS,1S,8aR)-	321.24242134217	+1	[M+H]+	C20H32O3	Diterpenoids	JJGYRVZPUJUFTR-UHFFFAOYNA-N	CC(CCC1C(C)=CC(=O)C2C(C)(C)CCCC12C)CC(O)=O	190.3435341	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000851748; origin=GNPS	189
gnps6286	NCGC00380868-01_C24H30O14_Methyl (2S,3R,4S)-2-(beta-D-glucopyranosyloxy)-4-{2-[(3,4,5-trihydroxybenzoyl)oxy]ethyl}-3-vinyl-3,4-dihydro-2H-pyran-5-carboxylate	NCGC00380868-01_C24H30O14_Methyl (2S,3R,4S)-2-(beta-D-glucopyranosyloxy)-4-{2-[(3,4,5-trihydroxybenzoyl)oxy]ethyl}-3-vinyl-3,4-dihydro-2H-pyran-5-carboxylate	543.17083209817	+1	[M+H]+	C24H30O14	Terpene glycosides	SMTKSCGLXONVGL-UHFFFAOYNA-N	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(C=C)C1CCOC(=O)C1=CC(O)=C(O)C(O)=C1	225.8399554	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000852867; origin=GNPS	35
gnps6287	NCGC00385243-01_C12H18O4_{(1R,2R)-2-[(2Z)-5-Hydroxy-2-penten-1-yl]-3-oxocyclopentyl}acetic acid	NCGC00385243-01_C12H18O4_{(1R,2R)-2-[(2Z)-5-Hydroxy-2-penten-1-yl]-3-oxocyclopentyl}acetic acid	249.109729761	+1	[M+Na]+	C12H18O4	Jasmonic acids	RZGFUGXQKMEMOO-UHFFFAOYNA-N	OCCC=CCC1C(CC(O)=O)CCC1=O	156.2293743	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000856127; origin=GNPS	104
gnps6288	C16 Lactosyl Ceramide (d18:1/16:0)	C16 Lactosyl Ceramide (d18:1/16:0)	862.62501831717	+1	[M+H]+	C46H87NO13	Glycosyl-N-acylsphingosines	HLIJNIKSBCIDGO-UHFFFAOYNA-N	CCCCCCCCCCCCCCCC(=O)NC(COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(O)C=CCCCCCCCCCCCCC	373.2738005	Positive	qTof	DB#=CCMSLIB00001058187; origin=GNPS	17
gnps6289	NCGC00042134-05_C11H13NO3_N-Acetylphenylalanine	NCGC00042134-05_C11H13NO3_N-Acetylphenylalanine	208.09681973517	+1	[M+H]+	C11H13NO3	Phenylalanine and derivatives	CBQJSKKFNMDLON-UHFFFAOYNA-N	CC(O)=NC(CC1=CC=CC=C1)C(O)=O	146.5613277	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000853132; origin=GNPS	13
gnps629	Danofloxacin Mesylate	Danofloxacin Mesylate	358.15614613117	+1	[M+H]+	C19H20FN3O3	Quinoline carboxylic acids	QMLVECGLEOSESV-UHFFFAOYNA-N	CN1CC2CC1CN2C1=CC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O	-1	Positive	qTof	DB#=CCMSLIB00000078562; origin=GNPS	21
gnps6290	NCGC00381076-01_C17H23NO7_4-[(2-{[(2-Ethyl-2,3-dihydroxybutanoyl)oxy]methyl}phenyl)amino]-4-oxobutanoic acid	NCGC00381076-01_C17H23NO7_4-[(2-{[(2-Ethyl-2,3-dihydroxybutanoyl)oxy]methyl}phenyl)amino]-4-oxobutanoic acid	354.15472853717	+1	[M+H]+	C17H23NO7	NA	VDRDRMCAECTSGB-UHFFFAOYNA-N	CCC(O)(C(C)O)C(=O)OCC1=CC=CC=C1N=C(O)CCC(O)=O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000853098; origin=GNPS	21
gnps6291	NCGC00385678-01_C27H33NO14_4,8-Dimethoxyfuro[2,3-b]quinolin-7-yl 2-O-acetyl-6-deoxy-3-O-beta-D-glucopyranosyl-alpha-L-mannopyranoside	NCGC00385678-01_C27H33NO14_4,8-Dimethoxyfuro[2,3-b]quinolin-7-yl 2-O-acetyl-6-deoxy-3-O-beta-D-glucopyranosyl-alpha-L-mannopyranoside	596.19738119917	+1	[M+H]+	C27H33NO14	Phenolic glycosides	RHOKVADXUJGRSQ-UHFFFAOYNA-N	COC1=C2C=COC2=NC2=C1C=CC(OC1OC(C)C(O)C(OC3OC(CO)C(O)C(O)C3O)C1OC(C)=O)=C2OC	233.8206686	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000853831; origin=GNPS	10
gnps6292	NCGC00381316-01_C24H32O5_2-Propenoic acid, 3-phenyl-, 10-hydroxy-1,6-dimethyl-9-(1-methylethyl)-5,12-dioxatricyclo[9.1.0.0~4,6~]dodec-8-yl ester, (2E)-	NCGC00381316-01_C24H32O5_2-Propenoic acid, 3-phenyl-, 10-hydroxy-1,6-dimethyl-9-(1-methylethyl)-5,12-dioxatricyclo[9.1.0.0~4,6~]dodec-8-yl ester, (2E)-	401.23225058217	+1	[M+H]+	C24H32O5	Germacrane sesquiterpenoids	QFWCWMZSCXWBAK-UHFFFAOYNA-N	CC(C)C1C(CC2(C)OC2CCC2(C)OC2C1O)OC(=O)C=CC1=CC=CC=C1	201.2895398	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000852689; origin=GNPS	101
gnps6293	NCGC00179768-02_C19H20O7_2H-Benz[1,2]anthra[10,4a-b]oxirene-7,8(3H,12bH)-dione, 3a,4,5,6,7a,7b-hexahydro-2,3a,7b,12-tetrahydroxy-5-methyl-	NCGC00179768-02_C19H20O7_2H-Benz[1,2]anthra[10,4a-b]oxirene-7,8(3H,12bH)-dione, 3a,4,5,6,7a,7b-hexahydro-2,3a,7b,12-tetrahydroxy-5-methyl-	343.11761475617	+1	[M-H2O+H]+	C19H20O7	NA	FXOBIDROVMXPBW-UHFFFAOYNA-N	CC1CC(=O)C2C(O)(C1)CC(O)C13OC1C1=C(C=CC=C1O)C(=O)C23O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000851949; origin=GNPS	224
gnps6294	NCGC00347708-02_C38H62O12_beta-D-Galactopyranoside, (3beta,8xi,9xi,14xi,16xi,17xi,20xi,22xi)-spirostan-3-yl 6-O-beta-D-xylopyranosyl-	NCGC00347708-02_C38H62O12_beta-D-Galactopyranoside, (3beta,8xi,9xi,14xi,16xi,17xi,20xi,22xi)-spirostan-3-yl 6-O-beta-D-xylopyranosyl-	733.413348137	+1	[M+Na]+	C38H62O12	Steroidal saponins	OSHZDTNWJYPSSP-UHFFFAOYNA-N	CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)OC11CCC(C)CO1	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000852666; origin=GNPS	3
gnps6295	NCGC00380319-01_C22H33NO5_6,6,9a-Trimethyl-3-oxo-1,3,5,5a,6,7,8,9,9a,9b-decahydronaphtho[1,2-c]furan-9-yl N-acetylvalinate	NCGC00380319-01_C22H33NO5_6,6,9a-Trimethyl-3-oxo-1,3,5,5a,6,7,8,9,9a,9b-decahydronaphtho[1,2-c]furan-9-yl N-acetylvalinate	392.24314961917	+1	[M+H]+	C22H33NO5	Naphthofurans	HZCZALMQVYCUGC-UHFFFAOYNA-N	CC(C)C(N=C(C)O)C(=O)OC1CCC(C)(C)C2CC=C3C(COC3=O)C12C	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000855009; origin=GNPS	44
gnps6296	NCGC00380434-01_C26H32O14_Methyl 1-(hexopyranosyloxy)-5,6-dihydroxy-7-({[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]oxy}methyl)-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate	NCGC00380434-01_C26H32O14_Methyl 1-(hexopyranosyloxy)-5,6-dihydroxy-7-({[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]oxy}methyl)-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate	591.168426411	+1	[M+Na]+	C26H32O14	NA	SOLWETWNPWWTPC-UHFFFAOYNA-N	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(COC(=O)C=CC3=CC=C(O)C=C3)C(O)C(O)C12	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000852236; origin=GNPS	8
gnps6297	NCGC00385230-01_C48H76O19_(3beta,5xi,9xi)-28-Hydroxy-28-oxoolean-12-en-3-yl beta-D-galactopyranosyl-(1->3)-[beta-D-glucopyranosyl-(1->2)]-beta-D-glucopyranosiduronic acid	NCGC00385230-01_C48H76O19_(3beta,5xi,9xi)-28-Hydroxy-28-oxoolean-12-en-3-yl beta-D-galactopyranosyl-(1->3)-[beta-D-glucopyranosyl-(1->2)]-beta-D-glucopyranosiduronic acid	979.487300928	+1	[M+Na]+	C48H76O19	Triterpene saponins	YDZWHGJRWMQCDP-UHFFFAOYNA-N	CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O	304.1981528	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000854248; origin=GNPS	25
gnps6298	NCGC00381154-01_C27H35ClN2O6_6-{7-Acetoxy-5-chloro-3-[(1E,3E)-3,5-dimethyl-1,3-heptadien-1-yl]-7-methyl-6,8-dioxo-7,8-dihydro-2(6H)-isoquinolinyl}norleucine	NCGC00381154-01_C27H35ClN2O6_6-{7-Acetoxy-5-chloro-3-[(1E,3E)-3,5-dimethyl-1,3-heptadien-1-yl]-7-methyl-6,8-dioxo-7,8-dihydro-2(6H)-isoquinolinyl}norleucine	519.22564105217	+1	[M+H]+	C27H35ClN2O6	NA	QTKJPFQTRUDUFR-UHFFFAOYNA-N	CCC(C)C=C(C)C=CC1=CC2=C(Cl)C(=O)C(C)(OC(C)=O)C(=O)C2=CN1CCCCC(N)C(O)=O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000849883; origin=GNPS	60
gnps6299	Pesticide1_Monocrotophos_C7H14NO5P_Dimethyl (2E)-4-(methylamino)-4-oxo-2-buten-2-yl phosphate	Pesticide1_Monocrotophos_C7H14NO5P_Dimethyl (2E)-4-(methylamino)-4-oxo-2-buten-2-yl phosphate	246.050180254	+1	[M+Na]+	C7H14NO5P	Dialkyl phosphates	KRTSDMXIXPKRQR-UHFFFAOYSA-N	COP(=O)(OC)OC(C)=CC(O)=NC	154.48875	Positive	Maxis HD qTOF	DB#=CCMSLIB00001058685; origin=GNPS	54
gnps63	[2-(carbamoyloxymethyl)-2-methylpentyl] N-propan-2-ylcarbamate	[2-(carbamoyloxymethyl)-2-methylpentyl] N-propan-2-ylcarbamate	261.18088371317	+1	[M+H]+	C12H24N2O4	Carbamate esters	OFZCIYFFPZCNJE-UHFFFAOYNA-N	CCCC(C)(COC(N)=O)COC(=O)NC(C)C	164.5371971	Positive	qTof	DB#=CCMSLIB00000077018; origin=GNPS	16
gnps630	Enrofloxacin	Enrofloxacin	360.17179619517	+1	[M+H]+	C19H22FN3O3	Quinoline carboxylic acids	SPFYMRJSYKOXGV-UHFFFAOYSA-N	CCN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O	202.3326249	Positive	qTof	DB#=CCMSLIB00000078564; origin=GNPS	41
gnps6300	NCGC00381053-01_C31H44O12_beta-D-Glucopyranoside, 5-(4-hydroxyphenyl)-1-[2-(4-hydroxyphenyl)ethyl]pentyl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-	NCGC00381053-01_C31H44O12_beta-D-Glucopyranoside, 5-(4-hydroxyphenyl)-1-[2-(4-hydroxyphenyl)ethyl]pentyl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-	626.3171024071	+1	[M+NH4]+	C31H44O12	NA	JYQIWENZJDPRSV-UHFFFAOYNA-N	CC1OC(OCC2OC(OC(CCCCC3=CC=C(O)C=C3)CCC3=CC=C(O)C=C3)C(O)C(O)C2O)C(O)C(O)C1O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000854618; origin=GNPS	103
gnps6301	NCGC00380418-01_C30H46O8_(1alpha,2alpha,3beta,5xi,9xi,13xi,14xi,18xi)-1,2,3,22,23,29-Hexahydroxy-13,27-cycloolean-11-en-28-oic acid	NCGC00380418-01_C30H46O8_(1alpha,2alpha,3beta,5xi,9xi,13xi,14xi,18xi)-1,2,3,22,23,29-Hexahydroxy-13,27-cycloolean-11-en-28-oic acid	517.31598021317	+1	[M-H2O+H]+	C30H46O8	NA	IXIMDUAPYHOVHL-UHFFFAOYNA-N	CC1(CO)CC(O)C2(CCC34CC3(C=CC3C5(C)C(O)C(O)C(O)C(C)(CO)C5CCC43C)C2C1)C(O)=O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000849303; origin=GNPS	636
gnps6302	NCGC00380289-01_C32H50O9_beta-D-Xylopyranoside, 3,17-dihydroxyspirost-5-en-1-yl	NCGC00380289-01_C32H50O9_beta-D-Xylopyranoside, 3,17-dihydroxyspirost-5-en-1-yl	561.34219496217	+1	[M-H2O+H]+	C32H50O9	NA	HVNSMSNIQCASPS-UHFFFAOYNA-N	CC1C2(CCC(C)CO2)OC2CC3C4CC=C5CC(O)CC(OC6OCC(O)C(O)C6O)C5(C)C4CCC3(C)C12O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000855320; origin=GNPS	88
gnps6303	Pesticide3_Diethofencarb_C14H21NO4_Powmil	Pesticide3_Diethofencarb_C14H21NO4_Powmil	268.15433461217	+1	[M+H]+	C14H21NO4	Phenylcarbamic acid esters	LNJNFVJKDJYTEU-UHFFFAOYSA-N	CCOC1=C(OCC)C=C(C=C1)N=C(O)OC(C)C	164.099007	Positive	Q-Exactive Plus Orbitrap Res 70k	DB#=CCMSLIB00001058955; origin=GNPS	17
gnps6304	NCGC00380982-01_C22H25NO8_8-Benzoyl-2-[(3E)-1,2-dihydroxy-3-hexen-1-yl]-9-hydroxy-8-methoxy-3-methyl-1-oxa-7-azaspiro[4.4]non-2-ene-4,6-dione	NCGC00380982-01_C22H25NO8_8-Benzoyl-2-[(3E)-1,2-dihydroxy-3-hexen-1-yl]-9-hydroxy-8-methoxy-3-methyl-1-oxa-7-azaspiro[4.4]non-2-ene-4,6-dione	454.14723747	+1	[M+Na]+	C22H25NO8	Alkyl-phenylketones	SLYDIPAXCVVRNY-UHFFFAOYNA-N	CCC=CC(O)C(O)C1=C(C)C(=O)C2(O1)C(O)C(OC)(N=C2O)C(=O)C1=CC=CC=C1	221.1138907	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000855770; origin=GNPS	27
gnps6305	NCGC00381142-01_C15H14O4_1-(2,5-Dihydroxy-2-methyl-2,3-dihydrobenzo[de]chromen-4-yl)ethanone	NCGC00381142-01_C15H14O4_1-(2,5-Dihydroxy-2-methyl-2,3-dihydrobenzo[de]chromen-4-yl)ethanone	276.1230344811	+1	[M+NH4]+	C15H14O4	NA	JRWJBFDOAUKNJA-UHFFFAOYNA-N	CC(=O)C1=C(O)C=C2C=CC=C3OC(C)(O)CC1=C23	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000851699; origin=GNPS	55
gnps6306	NCGC00381216-01_C24H28O8_Furo[4,3,2-ij]pyrano[4',3':4,5]cyclohepta[1,2-f][2]benzopyran-1,5,9,13(2H,11H)-tetrone, 3a,5a,6,8,12,13a,13b,13c-octahydro-7-(hydroxymethyl)-2,5a,11,11,13a-pentamethyl-	NCGC00381216-01_C24H28O8_Furo[4,3,2-ij]pyrano[4',3':4,5]cyclohepta[1,2-f][2]benzopyran-1,5,9,13(2H,11H)-tetrone, 3a,5a,6,8,12,13a,13b,13c-octahydro-7-(hydroxymethyl)-2,5a,11,11,13a-pentamethyl-	445.18569431417	+1	[M+H]+	C24H28O8	NA	JIEVZPUBUDASNE-UHFFFAOYNA-N	CC1OC2OC(=O)C3(C)CC4=C(CO)C5=C(CC(=O)C4(C)C(C23)C1=O)C(C)(C)OC(=O)C5	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000851363; origin=GNPS	499
gnps6307	NCGC00169801-02_C30H46O4_Lanosta-8,24-dien-26-oic acid, 21-hydroxy-3-oxo-, (5xi,13alpha,14beta,17alpha,20S,24E)-	NCGC00169801-02_C30H46O4_Lanosta-8,24-dien-26-oic acid, 21-hydroxy-3-oxo-, (5xi,13alpha,14beta,17alpha,20S,24E)-	471.34688641317	+1	[M+H]+	C30H46O4	NA	RLTDMRMWVUCOAI-UHFFFAOYNA-N	CC(=CCCC(CO)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(=O)C(C)(C)C1CC3)C(O)=O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000851676; origin=GNPS	93
gnps6308	NCGC00380149-01_C22H26O11_Benzoic acid, 4-hydroxy-, 1-(hexopyranosyloxy)-1,4a,5,7a-tetrahydro-7-(hydroxymethyl)cyclopenta[c]pyran-5-yl ester	NCGC00380149-01_C22H26O11_Benzoic acid, 4-hydroxy-, 1-(hexopyranosyloxy)-1,4a,5,7a-tetrahydro-7-(hydroxymethyl)cyclopenta[c]pyran-5-yl ester	484.1813372071	+1	[M+NH4]+	C22H26O11	Iridoid O-glycosides	JZWZFNOVWZEQMF-UHFFFAOYNA-N	OCC1OC(OC2OC=CC3C(OC(=O)C4=CC=C(O)C=C4)C=C(CO)C23)C(O)C(O)C1O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000852959; origin=GNPS	35
gnps6309	Pesticide2_Aldicarb_C7H14N2O2S_	Pesticide2_Aldicarb_C7H14N2O2S_	213.066819574	+1	[M+Na]+	C7H14N2O2S	Carboximidic acids and derivatives	QGLZXHRNAYXIBU-UHFFFAOYSA-N	CNC(=O)ON=CC(C)(C)SC	144.885334	Positive	Maxis HD qTOF	DB#=CCMSLIB00001058543; origin=GNPS	10
gnps631	Medetomidine HCl	Medetomidine HCl	201.13862497517	+1	[M+H]+	C13H16N2	o-Xylenes	CUHVIMMYOGQXCV-UHFFFAOYNA-N	CC(C1=CNC=N1)C1=C(C)C(C)=CC=C1	142.8112232	Positive	qTof	DB#=CCMSLIB00000078566; origin=GNPS	6
gnps6310	NCGC00380700-01_C27H32O10_Methyl (2S)-[(5S,6S,10S,12S,13R,15S,19S)-6-(3-furyl)-15,18-dihydroxy-1,5,16-trimethyl-8,14-dioxo-7,11-dioxahexacyclo[14.2.1.0~2,12~.0~5,10~.0~10,12~.0~13,18~]nonadec-19-yl](hydroxy)acetate	NCGC00380700-01_C27H32O10_Methyl (2S)-[(5S,6S,10S,12S,13R,15S,19S)-6-(3-furyl)-15,18-dihydroxy-1,5,16-trimethyl-8,14-dioxo-7,11-dioxahexacyclo[14.2.1.0~2,12~.0~5,10~.0~10,12~.0~13,18~]nonadec-19-yl](hydroxy)acetate	517.20682368217	+1	[M+H]+	C27H32O10	Prostaglandins and related compounds	SZIDPCXTWHHMAY-UHFFFAOYNA-N	COC(=O)C(O)C1C2(C)CC3(O)C(C(=O)C2O)C24OC22CC(=O)OC(C5=COC=C5)C2(C)CCC4C13C	231.175772	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000856019; origin=GNPS	486
gnps6311	NCGC00384539-01_C48H76O19_Hexopyranose, 1-O-[(3beta,5xi,9xi)-3-[(6-deoxy-4-O-hexopyranosyl-alpha-L-mannopyranosyl)oxy]-27-hydroxy-27,28-dioxours-12-en-28-yl]-	NCGC00384539-01_C48H76O19_Hexopyranose, 1-O-[(3beta,5xi,9xi)-3-[(6-deoxy-4-O-hexopyranosyl-alpha-L-mannopyranosyl)oxy]-27-hydroxy-27,28-dioxours-12-en-28-yl]-	979.487300928	+1	[M+Na]+	C48H76O19	Triterpene saponins	SDMFWFQLYZEILE-UHFFFAOYNA-N	CC1CCC2(CCC3(C(O)=O)C(=CCC4C5(C)CCC(OC6OC(C)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC34C)C2C1C)C(=O)OC1OC(CO)C(O)C(O)C1O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000854024; origin=GNPS	13
gnps6312	Pesticide5_Buprofezin_C16H23N3OS_(2Z)-2-(tert-Butylimino)-3-(1-methylethyl)-5-phenyl-1,3,5-thiadiazinan-4-one	Pesticide5_Buprofezin_C16H23N3OS_(2Z)-2-(tert-Butylimino)-3-(1-methylethyl)-5-phenyl-1,3,5-thiadiazinan-4-one	306.16345999917	+1	[M+H]+	C16H23N3OS	Thiadiazinanes	PRLVTUNWOQKEAI-UHFFFAOYSA-N	CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C	171.5091648	Positive	Q-Exactive Plus Orbitrap Res 70k	DB#=CCMSLIB00001058810; origin=GNPS	12
gnps6313	NCGC00384782-01_C36H56O11_2,23-Dihydroxy-29-methoxy-29-oxo-3-(pentopyranosyloxy)olean-12-en-28-oic acid	NCGC00384782-01_C36H56O11_2,23-Dihydroxy-29-methoxy-29-oxo-3-(pentopyranosyloxy)olean-12-en-28-oic acid	687.371483324	+1	[M+Na]+	C36H56O11	Triterpenoids	SFZVDNKTWPZIJG-UHFFFAOYNA-N	COC(=O)C1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC34C)C2C1)C(O)=O	249.7192526	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000849246; origin=GNPS	7
gnps6314	NCGC00380519-01_C25H30O13_	NCGC00380519-01_C25H30O13_	561.157861727	+1	[M+Na]+	C25H30O13	NA	USQLNPJSDYEFJF-UHFFFAOYNA-N	CC1(O)CC(O)C2C1C(OC1OC(CO)C(O)C(O)C1OC(=O)C=CC1=CC=C(O)C=C1)OC=C2C(O)=O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000855635; origin=GNPS	22
gnps6315	NCGC00385103-01_C53H88O22_(3beta,5xi,9xi,16alpha,18xi)-16,30-Dihydroxy-13,28-epoxyoleanan-3-yl 6-deoxy-alpha-L-mannopyranosyl-(1->2)-beta-D-glucopyranosyl-(1->4)-[beta-D-glucopyranosyl-(1->2)]-alpha-L-arabinopyranoside	NCGC00385103-01_C53H88O22_(3beta,5xi,9xi,16alpha,18xi)-16,30-Dihydroxy-13,28-epoxyoleanan-3-yl 6-deoxy-alpha-L-mannopyranosyl-(1->2)-beta-D-glucopyranosyl-(1->4)-[beta-D-glucopyranosyl-(1->2)]-alpha-L-arabinopyranoside	1099.565945175	+1	[M+Na]+	C53H88O22	Triterpenoids	LTTSWSWZQNISIB-UHFFFAOYNA-N	CC1OC(OC2C(O)C(O)C(CO)OC2OC2COC(OC3CCC4(C)C(CCC5(C)C4CCC46OCC7(CCC(C)(CO)CC47)C(O)CC56C)C3(C)C)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000849616; origin=GNPS	17
gnps6316	NCGC00380505-01_C23H30O12_3,4-Dihydroxy-5-[(6-O-{[4-(2-hydroxy-2-propanyl)-1-cyclohexen-1-yl]carbonyl}-beta-D-glucopyranosyl)oxy]benzoic acid	NCGC00380505-01_C23H30O12_3,4-Dihydroxy-5-[(6-O-{[4-(2-hydroxy-2-propanyl)-1-cyclohexen-1-yl]carbonyl}-beta-D-glucopyranosyl)oxy]benzoic acid	481.17043817817	+1	[M-H2O+H]+	C23H30O12	Hydrolyzable tannins	QIYRQEHCCPTEPY-UHFFFAOYNA-N	CC(C)(O)C1CCC(=CC1)C(=O)OCC1OC(OC2=CC(=CC(O)=C2O)C(O)=O)C(O)C(O)C1O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000854927; origin=GNPS	30
gnps6317	NCGC00381016-01_C38H44O16_Cyclohexanecarboxylic acid, 2-[(2-cyclopenten-1-ylcarbonyl)oxy]-1,6-dihydroxy-3-oxo-, [2-[[2,6-bis-O-(2-cyclopenten-1-ylcarbonyl)hexopyranosyl]oxy]-5-hydroxyphenyl]methyl ester	NCGC00381016-01_C38H44O16_Cyclohexanecarboxylic acid, 2-[(2-cyclopenten-1-ylcarbonyl)oxy]-1,6-dihydroxy-3-oxo-, [2-[[2,6-bis-O-(2-cyclopenten-1-ylcarbonyl)hexopyranosyl]oxy]-5-hydroxyphenyl]methyl ester	779.252156038	+1	[M+Na]+	C38H44O16	NA	VAZXQMYIQNKBRG-UHFFFAOYNA-N	OC1CCC(=O)C(OC(=O)C2CCC=C2)C1(O)C(=O)OCC1=CC(O)=CC=C1OC1OC(COC(=O)C2CCC=C2)C(O)C(O)C1OC(=O)C1CCC=C1	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000852324; origin=GNPS	42
gnps6318	NCGC00385647-01_C15H24O4_2-[(4aS,7R,8R)-7,8-Dihydroxy-4a,8-dimethyldecahydro-2-naphthalenyl]acrylic acid	NCGC00385647-01_C15H24O4_2-[(4aS,7R,8R)-7,8-Dihydroxy-4a,8-dimethyldecahydro-2-naphthalenyl]acrylic acid	286.2012848031	+1	[M+NH4]+	C15H24O4	Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids	SVUDFAVZLCGQAU-UHFFFAOYNA-N	CC1(O)C(O)CCC2(C)CCC(CC12)C(=C)C(O)=O	-1	Positive	Maxis II HD Q-TOF Bruker	DB#=CCMSLIB00000849568; origin=GNPS	118
